Housing type,Occupancy status,Income class,Heating energy,Energy performance,Income class owner,Stock buildings
Single-family,Landlords,D8,Oil fuel,D,D1,187.9750831836546
Single-family,Landlords,D8,Oil fuel,D,D10,1926.4173523887087
Single-family,Landlords,D8,Oil fuel,D,D2,194.1820802292381
Single-family,Landlords,D8,Oil fuel,D,D3,296.0274714762824
Single-family,Landlords,D8,Oil fuel,D,D4,302.1128372519801
Single-family,Landlords,D8,Oil fuel,D,D5,428.53598674677295
Single-family,Landlords,D8,Oil fuel,D,D6,577.1355223304879
Single-family,Landlords,D8,Oil fuel,D,D7,721.2299318266969
Single-family,Landlords,D8,Oil fuel,D,D8,964.896183448203
Single-family,Landlords,D8,Oil fuel,D,D9,1139.3464647968947
Single-family,Landlords,D8,Wood fuel,D,D1,78.50598001888008
Single-family,Landlords,D8,Wood fuel,D,D10,804.5496222863355
Single-family,Landlords,D8,Wood fuel,D,D2,81.09827245352015
Single-family,Landlords,D8,Wood fuel,D,D3,123.63301756356105
Single-family,Landlords,D8,Wood fuel,D,D4,126.17451187176012
Single-family,Landlords,D8,Wood fuel,D,D5,178.97392060225258
Single-family,Landlords,D8,Wood fuel,D,D6,241.03508303808542
Single-family,Landlords,D8,Wood fuel,D,D7,301.21472302627177
Single-family,Landlords,D8,Wood fuel,D,D8,402.97958226766264
Single-family,Landlords,D8,Wood fuel,D,D9,475.83705927948444
Multi-family,Landlords,D9,Oil fuel,D,D1,148.4832167853669
Multi-family,Landlords,D9,Oil fuel,D,D10,2407.227414567067
Multi-family,Landlords,D9,Oil fuel,D,D2,83.02690996268696
Multi-family,Landlords,D9,Oil fuel,D,D3,129.48970973365792
Multi-family,Landlords,D9,Oil fuel,D,D4,93.3537761939822
Multi-family,Landlords,D9,Oil fuel,D,D5,140.23864040708713
Multi-family,Landlords,D9,Oil fuel,D,D6,215.43954768804227
Multi-family,Landlords,D9,Oil fuel,D,D7,311.2338717926005
Multi-family,Landlords,D9,Oil fuel,D,D8,518.1044101554937
Multi-family,Landlords,D9,Oil fuel,D,D9,830.2481003932901
Multi-family,Landlords,D9,Wood fuel,D,D1,12.99749759539203
Multi-family,Landlords,D9,Wood fuel,D,D10,210.71696323513837
Multi-family,Landlords,D9,Wood fuel,D,D2,7.267771307465401
Multi-family,Landlords,D9,Wood fuel,D,D3,11.334898497815248
Multi-family,Landlords,D9,Wood fuel,D,D4,8.171734879343127
Multi-family,Landlords,D9,Wood fuel,D,D5,12.275807535251325
Multi-family,Landlords,D9,Wood fuel,D,D6,18.858528685267785
Multi-family,Landlords,D9,Wood fuel,D,D7,27.24389724177595
Multi-family,Landlords,D9,Wood fuel,D,D8,45.35233658691642
Multi-family,Landlords,D9,Wood fuel,D,D9,72.67587490402528
Single-family,Landlords,D9,Oil fuel,D,D1,194.8145334676904
Single-family,Landlords,D9,Oil fuel,D,D10,1791.167399074831
Single-family,Landlords,D9,Oil fuel,D,D2,181.37973152499262
Single-family,Landlords,D9,Oil fuel,D,D3,233.7759758431179
Single-family,Landlords,D9,Oil fuel,D,D4,201.31249648103318
Single-family,Landlords,D9,Oil fuel,D,D5,290.7353909816465
Single-family,Landlords,D9,Oil fuel,D,D6,456.83293752585524
Single-family,Landlords,D9,Oil fuel,D,D7,601.1215129519053
Single-family,Landlords,D9,Oil fuel,D,D8,811.4822243756009
Single-family,Landlords,D9,Oil fuel,D,D9,1185.7809974075765
Single-family,Landlords,D9,Wood fuel,D,D1,81.3624104470238
Single-family,Landlords,D9,Wood fuel,D,D10,748.0637840966018
Single-family,Landlords,D9,Wood fuel,D,D2,75.75149502670413
Single-family,Landlords,D9,Wood fuel,D,D3,97.63428097809658
Single-family,Landlords,D9,Wood fuel,D,D4,84.07622201103045
Single-family,Landlords,D9,Wood fuel,D,D5,121.42283119984883
Single-family,Landlords,D9,Wood fuel,D,D6,190.79186910283892
Single-family,Landlords,D9,Wood fuel,D,D7,251.05260061842498
Single-family,Landlords,D9,Wood fuel,D,D8,338.90772230841543
Single-family,Landlords,D9,Wood fuel,D,D9,495.2299938513427
Multi-family,Landlords,D10,Oil fuel,D,D1,275.65467016260214
Multi-family,Landlords,D10,Oil fuel,D,D10,3712.179069616183
Multi-family,Landlords,D10,Oil fuel,D,D2,141.71086362868027
Multi-family,Landlords,D10,Oil fuel,D,D3,72.70952036554138
Multi-family,Landlords,D10,Oil fuel,D,D4,130.76623910010753
Multi-family,Landlords,D10,Oil fuel,D,D5,207.1592021502563
Multi-family,Landlords,D10,Oil fuel,D,D6,213.67051614601846
Multi-family,Landlords,D10,Oil fuel,D,D7,321.4542182389995
Multi-family,Landlords,D10,Oil fuel,D,D8,531.9883203686986
Multi-family,Landlords,D10,Oil fuel,D,D9,906.7016475017272
Multi-family,Landlords,D10,Wood fuel,D,D1,24.129467223059887
Multi-family,Landlords,D10,Wood fuel,D,D10,324.94607522374173
Multi-family,Landlords,D10,Wood fuel,D,D2,12.404678785462702
Multi-family,Landlords,D10,Wood fuel,D,D3,6.3646372739842665
Multi-family,Landlords,D10,Wood fuel,D,D4,11.446639661093382
Multi-family,Landlords,D10,Wood fuel,D,D5,18.133707567121093
Multi-family,Landlords,D10,Wood fuel,D,D6,18.703676280319808
Multi-family,Landlords,D10,Wood fuel,D,D7,28.13853659049887
Multi-family,Landlords,D10,Wood fuel,D,D8,46.567666464040656
Multi-family,Landlords,D10,Wood fuel,D,D9,79.36824604343497
Single-family,Landlords,D10,Oil fuel,D,D1,205.79016957468073
Single-family,Landlords,D10,Oil fuel,D,D10,2138.643733712213
Single-family,Landlords,D10,Oil fuel,D,D2,115.27639594808178
Single-family,Landlords,D10,Oil fuel,D,D3,116.62533521439656
Single-family,Landlords,D10,Oil fuel,D,D4,168.0067049421711
Single-family,Landlords,D10,Oil fuel,D,D5,153.42404192981107
Single-family,Landlords,D10,Oil fuel,D,D6,199.27736274043127
Single-family,Landlords,D10,Oil fuel,D,D7,294.63934871320834
Single-family,Landlords,D10,Oil fuel,D,D8,504.74972188328707
Single-family,Landlords,D10,Oil fuel,D,D9,876.8326713578365
Single-family,Landlords,D10,Wood fuel,D,D1,85.94627898064235
Single-family,Landlords,D10,Wood fuel,D,D10,893.1839230110978
Single-family,Landlords,D10,Wood fuel,D,D2,48.14407464901471
Single-family,Landlords,D10,Wood fuel,D,D3,48.707446119820375
Single-family,Landlords,D10,Wood fuel,D,D4,70.16637948946452
Single-family,Landlords,D10,Wood fuel,D,D5,64.07607096728721
Single-family,Landlords,D10,Wood fuel,D,D6,83.22626803803847
Single-family,Landlords,D10,Wood fuel,D,D7,123.05328148335316
Single-family,Landlords,D10,Wood fuel,D,D8,210.80385181683639
Single-family,Landlords,D10,Wood fuel,D,D9,366.20070602796386
Multi-family,Landlords,D1,Oil fuel,E,D1,314.7726677904715
Multi-family,Landlords,D1,Oil fuel,E,D10,2002.1928002480986
Multi-family,Landlords,D1,Oil fuel,E,D2,290.80991204964874
Multi-family,Landlords,D1,Oil fuel,E,D3,302.6354492157739
Multi-family,Landlords,D1,Oil fuel,E,D4,328.80079670298693
Multi-family,Landlords,D1,Oil fuel,E,D5,359.40770585976463
Multi-family,Landlords,D1,Oil fuel,E,D6,427.98282565026943
Multi-family,Landlords,D1,Oil fuel,E,D7,510.46946692967856
Multi-family,Landlords,D1,Oil fuel,E,D8,724.7792662639506
Multi-family,Landlords,D1,Oil fuel,E,D9,1084.057434837334
Multi-family,Landlords,D1,Wood fuel,E,D1,27.553666207378292
Multi-family,Landlords,D1,Wood fuel,E,D10,175.26220585827537
Multi-family,Landlords,D1,Wood fuel,E,D2,25.45608328276722
Multi-family,Landlords,D1,Wood fuel,E,D3,26.4912332088569
Multi-family,Landlords,D1,Wood fuel,E,D4,28.781620287008916
Multi-family,Landlords,D1,Wood fuel,E,D5,31.46080004065502
Multi-family,Landlords,D1,Wood fuel,E,D6,37.46353202530209
Multi-family,Landlords,D1,Wood fuel,E,D7,44.684010843664694
Multi-family,Landlords,D1,Wood fuel,E,D8,63.443646860593056
Multi-family,Landlords,D1,Wood fuel,E,D9,94.89310783812228
Single-family,Landlords,D1,Oil fuel,E,D1,720.6909089622415
Single-family,Landlords,D1,Oil fuel,E,D10,1895.6755053472828
Single-family,Landlords,D1,Oil fuel,E,D2,662.185427309567
Single-family,Landlords,D1,Oil fuel,E,D3,732.5242394914251
Single-family,Landlords,D1,Oil fuel,E,D4,588.424603933376
Single-family,Landlords,D1,Oil fuel,E,D5,678.4036904896429
Single-family,Landlords,D1,Oil fuel,E,D6,880.8821436019269
Single-family,Landlords,D1,Oil fuel,E,D7,725.0059973344975
Single-family,Landlords,D1,Oil fuel,E,D8,1038.1160020686789
Single-family,Landlords,D1,Oil fuel,E,D9,1172.5855618857008
Single-family,Landlords,D1,Wood fuel,E,D1,300.98960532710663
Single-family,Landlords,D1,Wood fuel,E,D10,791.7105864486991
Single-family,Landlords,D1,Wood fuel,E,D2,276.55535534125966
Single-family,Landlords,D1,Wood fuel,E,D3,305.93168166162417
Single-family,Landlords,D1,Wood fuel,E,D4,245.74985905912834
Single-family,Landlords,D1,Wood fuel,E,D5,283.3287564941774
Single-family,Landlords,D1,Wood fuel,E,D6,367.89192904378757
Single-family,Landlords,D1,Wood fuel,E,D7,302.791760356351
Single-family,Landlords,D1,Wood fuel,E,D8,433.5591331328645
Single-family,Landlords,D1,Wood fuel,E,D9,489.7190475074132
Multi-family,Landlords,D2,Oil fuel,E,D1,277.86663810064687
Multi-family,Landlords,D2,Oil fuel,E,D10,1411.99541948431
Multi-family,Landlords,D2,Oil fuel,E,D2,209.34939252885485
Multi-family,Landlords,D2,Oil fuel,E,D3,221.1262570330638
Multi-family,Landlords,D2,Oil fuel,E,D4,159.0260329512326
Multi-family,Landlords,D2,Oil fuel,E,D5,263.9288872558779
Multi-family,Landlords,D2,Oil fuel,E,D6,273.0446911912871
Multi-family,Landlords,D2,Oil fuel,E,D7,344.684252648481
Multi-family,Landlords,D2,Oil fuel,E,D8,507.94567062326763
Multi-family,Landlords,D2,Oil fuel,E,D9,745.9511926428835
Multi-family,Landlords,D2,Wood fuel,E,D1,24.3230921227506
Multi-family,Landlords,D2,Wood fuel,E,D10,123.59920176015831
Multi-family,Landlords,D2,Wood fuel,E,D2,18.32542616532761
Multi-family,Landlords,D2,Wood fuel,E,D3,19.3563155236581
Multi-family,Landlords,D2,Wood fuel,E,D4,13.920364372736827
Multi-family,Landlords,D2,Wood fuel,E,D5,23.103049298975304
Multi-family,Landlords,D2,Wood fuel,E,D6,23.901002376068273
Multi-family,Landlords,D2,Wood fuel,E,D7,30.171980658555093
Multi-family,Landlords,D2,Wood fuel,E,D8,44.463090007397724
Multi-family,Landlords,D2,Wood fuel,E,D9,65.2969341758711
Single-family,Landlords,D2,Oil fuel,E,D1,747.8377879200419
Single-family,Landlords,D2,Oil fuel,E,D10,1982.4499355432813
Single-family,Landlords,D2,Oil fuel,E,D2,590.9532809100921
Single-family,Landlords,D2,Oil fuel,E,D3,561.1643087710514
Single-family,Landlords,D2,Oil fuel,E,D4,668.9638035157532
Single-family,Landlords,D2,Oil fuel,E,D5,718.0112168794457
Single-family,Landlords,D2,Oil fuel,E,D6,824.0525803924995
Single-family,Landlords,D2,Oil fuel,E,D7,946.4475097037433
Single-family,Landlords,D2,Oil fuel,E,D8,1110.5979603551361
Single-family,Landlords,D2,Oil fuel,E,D9,1674.6408412043693
Single-family,Landlords,D2,Wood fuel,E,D1,312.3272374267496
Single-family,Landlords,D2,Wood fuel,E,D10,827.9510900715172
Single-family,Landlords,D2,Wood fuel,E,D2,246.80593660326923
Single-family,Landlords,D2,Wood fuel,E,D3,234.36485977583868
Single-family,Landlords,D2,Wood fuel,E,D4,279.3862787699962
Single-family,Landlords,D2,Wood fuel,E,D5,299.87045778081637
Single-family,Landlords,D2,Wood fuel,E,D6,344.1576102274896
Single-family,Landlords,D2,Wood fuel,E,D7,395.2746716602162
Single-family,Landlords,D2,Wood fuel,E,D8,463.8305237480049
Single-family,Landlords,D2,Wood fuel,E,D9,699.3975913815299
Multi-family,Landlords,D3,Oil fuel,E,D1,186.58463014877339
Multi-family,Landlords,D3,Oil fuel,E,D10,1173.6858464226711
Multi-family,Landlords,D3,Oil fuel,E,D2,114.66873540945363
Multi-family,Landlords,D3,Oil fuel,E,D3,162.18400204893067
Multi-family,Landlords,D3,Oil fuel,E,D4,178.42640028508083
Multi-family,Landlords,D3,Oil fuel,E,D5,182.0164700020478
Multi-family,Landlords,D3,Oil fuel,E,D6,274.9019889144888
Multi-family,Landlords,D3,Oil fuel,E,D7,335.7601914598764
Multi-family,Landlords,D3,Oil fuel,E,D8,436.8874784390284
Multi-family,Landlords,D3,Oil fuel,E,D9,666.6532403434455
Multi-family,Landlords,D3,Wood fuel,E,D1,16.332709744572238
Multi-family,Landlords,D3,Wood fuel,E,D10,102.73874244437653
Multi-family,Landlords,D3,Wood fuel,E,D2,10.037542592476346
Multi-family,Landlords,D3,Wood fuel,E,D3,14.196797606352614
Multi-family,Landlords,D3,Wood fuel,E,D4,15.61857803775937
Multi-family,Landlords,D3,Wood fuel,E,D5,15.932835254997721
Multi-family,Landlords,D3,Wood fuel,E,D6,24.063581172607524
Multi-family,Landlords,D3,Wood fuel,E,D7,29.39081180761563
Multi-family,Landlords,D3,Wood fuel,E,D8,38.24300195944957
Multi-family,Landlords,D3,Wood fuel,E,D9,58.35557765999426
Single-family,Landlords,D3,Oil fuel,E,D1,465.4260980599055
Single-family,Landlords,D3,Oil fuel,E,D10,2227.522510613364
Single-family,Landlords,D3,Oil fuel,E,D2,692.9441769970684
Single-family,Landlords,D3,Oil fuel,E,D3,798.4070293117888
Single-family,Landlords,D3,Oil fuel,E,D4,617.3948688755538
Single-family,Landlords,D3,Oil fuel,E,D5,777.0405478433022
Single-family,Landlords,D3,Oil fuel,E,D6,854.5422668396099
Single-family,Landlords,D3,Oil fuel,E,D7,985.5828079104085
Single-family,Landlords,D3,Oil fuel,E,D8,1372.5327144102018
Single-family,Landlords,D3,Oil fuel,E,D9,1534.6144935022487
Single-family,Landlords,D3,Wood fuel,E,D1,194.3807196981387
Single-family,Landlords,D3,Wood fuel,E,D10,930.3032867338269
Single-family,Landlords,D3,Wood fuel,E,D2,289.4014504059629
Single-family,Landlords,D3,Wood fuel,E,D3,333.4469932317873
Single-family,Landlords,D3,Wood fuel,E,D4,257.84901072419353
Single-family,Landlords,D3,Wood fuel,E,D5,324.5234883776894
Single-family,Landlords,D3,Wood fuel,E,D6,356.8913336256071
Single-family,Landlords,D3,Wood fuel,E,D7,411.6191514019469
Single-family,Landlords,D3,Wood fuel,E,D8,573.2250467870317
Single-family,Landlords,D3,Wood fuel,E,D9,640.9169381553831
Multi-family,Landlords,D4,Oil fuel,E,D1,169.98650394343875
Multi-family,Landlords,D4,Oil fuel,E,D10,1247.0652495648192
Multi-family,Landlords,D4,Oil fuel,E,D2,123.8862747967997
Multi-family,Landlords,D4,Oil fuel,E,D3,134.42473273461388
Multi-family,Landlords,D4,Oil fuel,E,D4,160.65534149214216
Multi-family,Landlords,D4,Oil fuel,E,D5,192.6041303343651
Multi-family,Landlords,D4,Oil fuel,E,D6,225.40628700388226
Multi-family,Landlords,D4,Oil fuel,E,D7,259.9195711610035
Multi-family,Landlords,D4,Oil fuel,E,D8,414.41398815906103
Multi-family,Landlords,D4,Oil fuel,E,D9,629.7141968909573
Multi-family,Landlords,D4,Wood fuel,E,D1,14.879790619350869
Multi-family,Landlords,D4,Wood fuel,E,D10,109.1620179938955
Multi-family,Landlords,D4,Wood fuel,E,D2,10.844401095519427
Multi-family,Landlords,D4,Wood fuel,E,D3,11.766886374807767
Multi-family,Landlords,D4,Wood fuel,E,D4,14.062986106701786
Multi-family,Landlords,D4,Wood fuel,E,D5,16.859627472255802
Multi-family,Landlords,D4,Wood fuel,E,D6,19.730968500999854
Multi-family,Landlords,D4,Wood fuel,E,D7,22.75209329579534
Multi-family,Landlords,D4,Wood fuel,E,D8,36.275782079669
Multi-family,Landlords,D4,Wood fuel,E,D9,55.12211371137975
Single-family,Landlords,D4,Oil fuel,E,D1,406.29636849315017
Single-family,Landlords,D4,Oil fuel,E,D10,2142.9355952286814
Single-family,Landlords,D4,Oil fuel,E,D2,558.6827980299512
Single-family,Landlords,D4,Oil fuel,E,D3,682.125466817148
Single-family,Landlords,D4,Oil fuel,E,D4,655.6853666534887
Single-family,Landlords,D4,Oil fuel,E,D5,763.9830367028137
Single-family,Landlords,D4,Oil fuel,E,D6,1002.5467595921103
Single-family,Landlords,D4,Oil fuel,E,D7,867.8689792513965
Single-family,Landlords,D4,Oil fuel,E,D8,1099.634149109858
Single-family,Landlords,D4,Oil fuel,E,D9,1557.8684609479676
Single-family,Landlords,D4,Wood fuel,E,D1,169.68575859335158
Single-family,Landlords,D4,Wood fuel,E,D10,894.9763775681018
Single-family,Landlords,D4,Wood fuel,E,D2,233.32848075497074
Single-family,Landlords,D4,Wood fuel,E,D3,284.88312047185633
Single-family,Landlords,D4,Wood fuel,E,D4,273.84066771700145
Single-family,Landlords,D4,Wood fuel,E,D5,319.0701448210332
Single-family,Landlords,D4,Wood fuel,E,D6,418.70398216360564
Single-family,Landlords,D4,Wood fuel,E,D7,362.4571064961258
Single-family,Landlords,D4,Wood fuel,E,D8,459.2515937538013
Single-family,Landlords,D4,Wood fuel,E,D9,650.6287333185201
Multi-family,Landlords,D5,Oil fuel,E,D1,131.8697531484715
Multi-family,Landlords,D5,Oil fuel,E,D10,1189.7016378525739
Multi-family,Landlords,D5,Oil fuel,E,D2,111.50228062101102
Multi-family,Landlords,D5,Oil fuel,E,D3,89.8048767750322
Multi-family,Landlords,D5,Oil fuel,E,D4,170.43525889539885
Multi-family,Landlords,D5,Oil fuel,E,D5,223.30934303298156
Multi-family,Landlords,D5,Oil fuel,E,D6,192.7604772337355
Multi-family,Landlords,D5,Oil fuel,E,D7,273.1029570859591
Multi-family,Landlords,D5,Oil fuel,E,D8,422.6754687542951
Multi-family,Landlords,D5,Oil fuel,E,D9,668.8169445899241
Multi-family,Landlords,D5,Wood fuel,E,D1,11.543235906114294
Multi-family,Landlords,D5,Wood fuel,E,D10,104.14068681967494
Multi-family,Landlords,D5,Wood fuel,E,D2,9.760366562823167
Multi-family,Landlords,D5,Wood fuel,E,D3,7.861081509469233
Multi-family,Landlords,D5,Wood fuel,E,D4,14.919072442140667
Multi-family,Landlords,D5,Wood fuel,E,D5,19.547412239157474
Multi-family,Landlords,D5,Wood fuel,E,D6,16.87331331832385
Multi-family,Landlords,D5,Wood fuel,E,D7,23.90610268869813
Multi-family,Landlords,D5,Wood fuel,E,D8,36.998951852628245
Multi-family,Landlords,D5,Wood fuel,E,D9,58.54497779119829
Single-family,Landlords,D5,Oil fuel,E,D1,363.3060685729913
Single-family,Landlords,D5,Oil fuel,E,D10,1811.1048446322202
Single-family,Landlords,D5,Oil fuel,E,D2,329.2103825032644
Single-family,Landlords,D5,Oil fuel,E,D3,581.0758842484472
Single-family,Landlords,D5,Oil fuel,E,D4,634.1300262085417
Single-family,Landlords,D5,Oil fuel,E,D5,863.8107133223982
Single-family,Landlords,D5,Oil fuel,E,D6,783.6768716904152
Single-family,Landlords,D5,Oil fuel,E,D7,771.9940838874769
Single-family,Landlords,D5,Oil fuel,E,D8,1156.4290137212267
Single-family,Landlords,D5,Oil fuel,E,D9,1383.683076941111
Single-family,Landlords,D5,Wood fuel,E,D1,151.7312745767639
Single-family,Landlords,D5,Wood fuel,E,D10,756.3904658889255
Single-family,Landlords,D5,Wood fuel,E,D2,137.491540224819
Single-family,Landlords,D5,Wood fuel,E,D3,242.68073717883257
Single-family,Landlords,D5,Wood fuel,E,D4,264.8382877333849
Single-family,Landlords,D5,Wood fuel,E,D5,360.7622108826366
Single-family,Landlords,D5,Wood fuel,E,D6,327.2950850090963
Single-family,Landlords,D5,Wood fuel,E,D7,322.41588139184773
Single-family,Landlords,D5,Wood fuel,E,D8,482.9714210353715
Single-family,Landlords,D5,Wood fuel,E,D9,577.8818881259423
Multi-family,Landlords,D6,Oil fuel,E,D1,139.73558027242558
Multi-family,Landlords,D6,Oil fuel,E,D10,1169.847970212967
Multi-family,Landlords,D6,Oil fuel,E,D2,88.38125789587775
Multi-family,Landlords,D6,Oil fuel,E,D3,82.92796795968657
Multi-family,Landlords,D6,Oil fuel,E,D4,133.3086076958278
Multi-family,Landlords,D6,Oil fuel,E,D5,176.2588293479845
Multi-family,Landlords,D6,Oil fuel,E,D6,227.37026812655284
Multi-family,Landlords,D6,Oil fuel,E,D7,270.6366227224312
Multi-family,Landlords,D6,Oil fuel,E,D8,369.9666080546458
Multi-family,Landlords,D6,Oil fuel,E,D9,603.2843327390827
Multi-family,Landlords,D6,Wood fuel,E,D1,12.231772101266538
Multi-family,Landlords,D6,Wood fuel,E,D10,102.40279345372967
Multi-family,Landlords,D6,Wood fuel,E,D2,7.736464846662743
Multi-family,Landlords,D6,Wood fuel,E,D3,7.259110406429431
Multi-family,Landlords,D6,Wood fuel,E,D4,11.66918622510836
Multi-family,Landlords,D6,Wood fuel,E,D5,15.428839435291755
Multi-family,Landlords,D6,Wood fuel,E,D6,19.902885842716696
Multi-family,Landlords,D6,Wood fuel,E,D7,23.690211791037125
Multi-family,Landlords,D6,Wood fuel,E,D8,32.38507491063125
Multi-family,Landlords,D6,Wood fuel,E,D9,52.80857213275749
Single-family,Landlords,D6,Oil fuel,E,D1,234.059425727153
Single-family,Landlords,D6,Oil fuel,E,D10,1683.3752321746351
Single-family,Landlords,D6,Oil fuel,E,D2,298.3961141708559
Single-family,Landlords,D6,Oil fuel,E,D3,481.93128490730203
Single-family,Landlords,D6,Oil fuel,E,D4,545.0057671822896
Single-family,Landlords,D6,Oil fuel,E,D5,623.0280596490744
Single-family,Landlords,D6,Oil fuel,E,D6,798.7761763490004
Single-family,Landlords,D6,Oil fuel,E,D7,892.6317627163372
Single-family,Landlords,D6,Oil fuel,E,D8,1105.3209053768985
Single-family,Landlords,D6,Oil fuel,E,D9,1277.4115065904402
Single-family,Landlords,D6,Wood fuel,E,D1,97.75266108760647
Single-family,Landlords,D6,Wood fuel,E,D10,703.0454255060072
Single-family,Landlords,D6,Wood fuel,E,D2,124.6222583336815
Single-family,Landlords,D6,Wood fuel,E,D3,201.2739517526425
Single-family,Landlords,D6,Wood fuel,E,D4,227.6164007693745
Single-family,Landlords,D6,Wood fuel,E,D5,260.20165850505106
Single-family,Landlords,D6,Wood fuel,E,D6,333.6011639305656
Single-family,Landlords,D6,Wood fuel,E,D7,372.7990441135234
Single-family,Landlords,D6,Wood fuel,E,D8,461.626612646259
Single-family,Landlords,D6,Wood fuel,E,D9,533.498592014438
